date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:50:40	32352/32352	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2016:50:39%20GMT	https://metahero.io/tech	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/tech.html	(from https://metahero.io/)
17:50:40	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Jan%202022%2016:50:39%20GMT	http://metahero.io/token	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/token	(from https://metahero.io/)
17:50:41	26098/26098	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2016:49:51%20GMT	https://metahero.io/token	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/token.html	(from https://metahero.io/)
17:50:41	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Jan%202022%2016:50:40%20GMT	http://metahero.io/team	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/team	(from https://metahero.io/)
17:50:41	39696/39696	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2016:49:43%20GMT	https://metahero.io/team	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/team.html	(from https://metahero.io/)
17:50:41	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Jan%202022%2016:50:40%20GMT	http://metahero.io/news	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/news	(from https://metahero.io/)
17:50:41	23461/23461	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2016:47:39%20GMT	https://metahero.io/news	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/news.html	(from https://metahero.io/)
17:50:43	443776/443776	---M--	200	added ('OK')	image/png	etag:%226c580-5d173ce8443ac%22	https://metahero.io/uploads/media/800x/08/268-trailer-thumbnail.png?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/800x/08/268-trailer-thumbnail0016.png	(from https://metahero.io/)
17:50:43	370076/370076	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a59c-5d1604ae999ce%22	https://metahero.io/animation-no-background.svg	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/animation-no-background.svg	(from https://metahero.io/)
17:50:43	8312/8312	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222078-5ce3a80cbacd6%22	https://metahero.io/uploads/media/sulu-260x/09/199-wdw-logo.svg?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/09/199-wdw-logo0016.svg	(from https://metahero.io/)
17:50:43	2248/2248	---M--	200	added ('OK')	image/png	etag:%228c8-5d16076f9d7e2%22	https://metahero.io/uploads/media/sulu-260x/06/266-icon_gaming.png?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/06/266-icon_gaming0016.png	(from https://metahero.io/)
17:50:44	2040/2040	---M--	200	added ('OK')	image/png	etag:%227f8-5d16076fa35a2%22	https://metahero.io/uploads/media/sulu-260x/05/265-icon_licensing.png?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/05/265-icon_licensing0016.png	(from https://metahero.io/)
17:50:44	1669/1669	---M--	200	added ('OK')	image/png	etag:%22685-5d16076fab2a2%22	https://metahero.io/uploads/media/sulu-260x/04/264-Icon_nft.png?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/04/264-Icon_nft0016.png	(from https://metahero.io/)
17:50:44	6417/6417	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221911-5d1604ae999ce%22	https://metahero.io/logos/wdw.svg	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/logos/wdw.svg	(from https://metahero.io/)
17:50:44	15084/15084	---M--	200	added ('OK')	image/png	etag:%223aec-5d1604ae999ce%22	https://metahero.io/logos/tenset.png	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/logos/tenset.png	(from https://metahero.io/)
17:50:44	22538/22538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22580a-5d1604ae999ce%22	https://metahero.io/logos/kucoin.svg	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/logos/kucoin.svg	(from https://metahero.io/)
17:50:45	25047/25047	---M--	200	added ('OK')	image/png	etag:%2261d7-5d1604ae999ce%22	https://metahero.io/logos/kanga.png	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/logos/kanga.png	(from https://metahero.io/)
17:50:45	2842462/2842462	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Nov%202021%2012:25:01%20GMT	https://metahero.io/media/293/download/komora%20v3%201%20(4).png?v=1	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/media/293/download/komora-v3-1-4.png;%20filename_=utf-8''komora%20v3%201%20%284%293860.png	(from https://metahero.io/)
17:50:46	5492/5492	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221574-5d47fa007cc63%22	https://metahero.io/uploads/media/sulu-260x/02/52-Yahoo_Finance.svg?v=2-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/02/52-Yahoo_Financeec51.svg	(from https://metahero.io/)
17:50:46	12982/12982	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2232b6-5c583c43f3a7a%22	https://metahero.io/uploads/media/sulu-260x/00/50-insider.svg?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/00/50-insider0016.svg	(from https://metahero.io/)
17:50:46	11977/11977	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222ec9-5c583c44266fa%22	https://metahero.io/uploads/media/sulu-260x/01/51-coin.svg?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/01/51-coin0016.svg	(from https://metahero.io/)
17:50:46	3767/3767	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eb7-5c583c44312da%22	https://metahero.io/uploads/media/sulu-260x/08/48-market.svg?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/08/48-market0016.svg	(from https://metahero.io/)
17:50:47	14741/14741	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223995-5d47f9ff117e3%22	https://metahero.io/uploads/media/sulu-260x/00/90-Bsc-news.svg?v=2-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/00/90-Bsc-newsec51.svg	(from https://metahero.io/)
17:50:47	3197/3197	---M--	200	added ('OK')	image/png	etag:%22c7d-5cb24833ac711%22	https://metahero.io/uploads/media/sulu-260x/09/89-crypto-daily.png?v=3-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/09/89-crypto-dailyf4f6.png	(from https://metahero.io/)
17:50:47	2230/2230	---M--	200	added ('OK')	image/png	etag:%228b6-5d5601e209171%22	https://metahero.io/uploads/media/sulu-260x/03/103-Screenshot%202021-07-27%20at%2007.17.43.png?v=1-0	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/uploads/media/sulu-260x/03/103-Screenshot%202021-07-27%20at%2007.17.430016.png	(from https://metahero.io/)
17:50:47	22479/22479	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2016:50:46%20GMT	https://metahero.io/contact	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/contact.html	(from https://metahero.io/)
17:50:48	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Jan%202022%2016:50:46%20GMT	http://metahero.io/terms-and-conditions	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/terms-and-conditions.39.delayed	(from https://metahero.io/)
17:50:49	33126/33126	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2016:50:48%20GMT	https://metahero.io/terms-and-conditions	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/terms-and-conditions.html	(from https://metahero.io/)
17:50:50	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Jan%202022%2016:50:48%20GMT	http://metahero.io/privacy-policy	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/privacy-policy	(from https://metahero.io/)
17:50:51	37660/37660	---M-Z	200	added ('OK')	text/html	date:Thu,%2020%20Jan%202022%2016:50:50%20GMT	https://metahero.io/privacy-policy	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/metahero.io/privacy-policy.html	(from https://metahero.io/)
17:50:51	850/850	---MC-	200	added ('OK')	text/javascript	date:Thu,%2020%20Jan%202022%2016:50:50%20GMT	https://www.google.com/recaptcha/api.js?hl=en	D:/Learning%20and%20lifestyle/Start%20ups%20and%20ideas/Nevera%20stranica/Metahero/www.google.com/recaptcha/apifef7.js	(from https://metahero.io/)
